laureate_id,laureate_name,prize_year,title,pub_year,paper_id,target_doi,journal,affiliation,is_prize_winning,field
30113,"nirenberg, m",1968,the dependence of cell free protein synthesis in e coli upon naturally occurring or synthetic polyribonucleotides,1961,2060528969,10.1073/pnas.47.10.1588,proceedings of the national academy of sciences of the united states of america,national institutes of health,YES,medicine
30114,"khorana, hg",1968,nucleoside polyphosphates x 1 the synthesis and some reactions of nucleoside 5 phosphoromorpholidates and related compounds improved methods for the preparation of nucleoside 5 polyphosphates1,1961,2321344708,10.1021/ja01464a034,journal of the american chemical society,,YES,medicine
30114,"khorana, hg",1968,carbodiimides viii 1 observations on the reactions of carbodiimides with acids and some new applications in the synthesis of phosphoric acid esters,1958,2043501016,10.1021/ja01556a015,journal of the american chemical society,,YES,medicine
30114,"khorana, hg",1968,studies on polynucleotides xiv 1specific synthesis of the c3 c5 interribonucleotide linkage syntheses of uridylyl 3 5 uridine and uridylyl 3 5 adenosine2,1962,2329543029,10.1021/ja00862a023,journal of the american chemical society,,YES,medicine
30114,"khorana, hg",1968,studies on polynucleotides xxiv 1 the stepwise synthesis of specific deoxyribopolynucleotides 4 2 protected derivatives of deoxyribonucleosides and new syntheses of deoxyribonucleoside 3 phosphates3,1963,2328366366,10.1021/ja00906a021,journal of the american chemical society,,YES,medicine
30115,"holley, rw",1968,Structure of a Ribonucleic Acid,1965,2024412145,10.1126/science.147.3664.1462,science,united states department of agriculture,YES,medicine
30116,"granit, r",1967,supraspinal control of the muscle spindles and its significance,1953,2061183544,10.1113/jphysiol.1953.sp005017,the journal of physiology,,YES,medicine
30116,"granit, r",1967,excitatory and inhibitory processes acting upon individual purkinje cells of the cerebellum in cats,1956,2047758880,10.1113/jphysiol.1956.sp005606,the journal of physiology,,YES,medicine
30116,"granit, r",1967,tonic and phasic ventral horn cells differentiated by post tetanic potentiation in cat extensors,1956,2016789585,10.1111/j.1748-1716.1956.tb01347.x,acta physiologica scandinavica,,YES,medicine
30116,"granit, r",1967,fibre interaction in injured or compressed region of nerve,1944,2026324210,10.1093/brain/67.2.125,brain,,YES,medicine
30116,"granit, r",1967,the components of the retinal action potential in mammals and their relation to the discharge in the optic nerve,1933,2061401540,10.1113/jphysiol.1933.sp002964,the journal of physiology,,YES,medicine
30117,"hartline, hk",1967,the peripheral origin of nervous activity in the visual system,1952,2152164341,10.1101/SQB.1952.017.01.013,cold spring harbor symposia on quantitative biology,rockefeller university,YES,medicine
30118,"wald, g",1967,cistrans isomers of vitamin a and retinene in vision,1952,2066637830,10.1126/science.115.2977.60,science,,YES,medicine
30118,"wald, g",1967,cis trans isomers of vitamin a and retinene in the rhodopsin system,1952,2037138473,10.1085/jgp.36.2.269,the journal of general physiology,,YES,medicine
30118,"wald, g",1967,the molar extinction of rhodopsin,1953,2105756791,10.1085/jgp.37.2.189,the journal of general physiology,,YES,medicine
30118,"wald, g",1967,pre lumirhodopsin and the bleaching of visual pigments,1963,2004213037,10.1038/1971279a0,nature,,YES,medicine
30120,"rous, p",1966,a transmissible avian neoplasm sarcoma of the common fowl,1910,2012383467,10.1084/jem.12.5.696,journal of experimental medicine,rockefeller university,YES,medicine
30120,"rous, p",1966,a sarcoma of the fowl transmissible by an agent separable from the tumor cells,1911,2050973237,10.1084/jem.13.4.397,journal of experimental medicine,rockefeller university,YES,medicine
30121,"monod, j",1965,genetic regulatory mechanisms in the synthesis of proteins,1961,2032619610,10.1016/S0022-2836(61)80072-7,journal of molecular biology,,YES,medicine
30123,"jacob, f",1965,on the regulation of gene activity,1961,2100416355,10.1101/SQB.1961.026.01.024,cold spring harbor symposia on quantitative biology,college de france,YES,medicine
30123,"jacob, f",1965,genetic regulatory mechanisms in the synthesis of proteins,1961,2032619610,10.1016/S0022-2836(61)80072-7,journal of molecular biology,college de france,YES,medicine
30123,"jacob, f",1965,allosteric proteins and cellular control systems,1963,2050643839,10.1016/S0022-2836(63)80091-1,journal of molecular biology,college de france,YES,medicine
30123,"jacob, f",1965,general conclusions teleonomic mechanisms in cellular metabolism growth and differentiation,1961,2327883350,10.1101/SQB.1961.026.01.048,cold spring harbor symposia on quantitative biology,college de france,YES,medicine
30124,"lynen, f",1964,enzymes of fatty acid metabolism,1953,1965802835,10.1016/0006-3002(53)90149-8,biochimica et biophysica acta,,YES,medicine
30126,"eccles, jc",1963,the recording of potentials from motoneurones with an intracellular electrode,1952,2098749676,10.1113/jphysiol.1952.sp004759,the journal of physiology,,YES,medicine
30126,"eccles, jc",1963,cholinergic and inhibitory synapses in a pathway from motor axon collaterals to motoneurones,1954,2073929966,10.1113/jphysiol.1954.sp005226,the journal of physiology,,YES,medicine
30127,"hodgkin, al",1963,a quantitative description of membrane current and its application to conduction and excitation in nerve,1952,1985940938,10.1113/jphysiol.1952.sp004764,the journal of physiology,university of cambridge,YES,medicine
30128,"huxley, af",1963,a quantitative description of membrane current and its application to conduction and excitation in nerve,1952,1985940938,10.1113/jphysiol.1952.sp004764,the journal of physiology,university of cambridge,YES,medicine
30129,"wilkins, mhf",1962,molecular structure of deoxypentose nucleic acids,1953,1502527096,10.1007/978-3-662-47150-0_6,nature,,YES,medicine
30130,"watson, jd",1962,molecular structure of nucleic acids a structure for deoxyribose nucleic acid,1953,2126466006,10.1038/171737a0,nature,cold spring harbor laboratory,YES,medicine
30130,"watson, jd",1962,the structure of dna,1953,2127674396,10.1101/SQB.1953.018.01.020,cold spring harbor symposia on quantitative biology,cold spring harbor laboratory,YES,medicine
30130,"watson, jd",1962,genetical implications of the structure of deoxyribonucleic acid,1953,2077423161,10.1038/171964b0,nature,cold spring harbor laboratory,YES,medicine
30131,"crick, fhc",1962,the packing of  helices simple coiled coils,1953,2116441099,10.1107/S0365110X53001964,acta crystallographica,,YES,medicine
30131,"crick, fhc",1962,genetical implications of the structure of deoxyribonucleic acid,1953,2077423161,10.1038/171964b0,nature,,YES,medicine
30131,"crick, fhc",1962,molecular structure of nucleic acids a structure for deoxyribose nucleic acid,1953,2126466006,10.1038/171737a0,nature,,YES,medicine
30132,"vonbekesy, g",1961,the variation of phase along the basilar membrane with sinusoidal vibrations,1947,1987303129,10.1121/1.1916502,journal of the acoustical society of america,,YES,medicine
30132,"vonbekesy, g",1961,a new audiometer,1947,2059693774,10.3109/00016484709123756,acta oto laryngologica,,YES,medicine
30134,"burnet, fm",1960,the failure of antibody production in the chick embryo,1950,2092545283,10.1038/icb.1950.29,immunology and cell biology,walter and eliza hall institute of medical research,YES,medicine
30136,"ochoa, s",1959,116 isocitric dehydrogenase system tpn from pig heart,1955,2200933292,10.1016/0076-6879(55)01121-X,methods in enzymology,,YES,medicine
30136,"ochoa, s",1959,124 malic enzyme,1955,2206310676,10.1016/0076-6879(55)01129-4,methods in enzymology,,YES,medicine
30137,"lederberg, j",1958,gene recombination in escherichia coli,1946,2084267545,10.1038/158558a0,nature,rockefeller university,YES,medicine
30138,"beadle, gw",1958,genetic control of biochemical reactions in neurospora,1941,1982444105,10.1073/pnas.27.11.499,proceedings of the national academy of sciences of the united states of america,california institute of technology,YES,medicine
30139,"tatum, el",1958,genetic control of biochemical reactions in neurospora,1941,1982444105,10.1073/pnas.27.11.499,proceedings of the national academy of sciences of the united states of america,rockefeller university,YES,medicine
30141,"richards, dw",1956,physiological studies of the effects of intermittent positive pressure breathing on cardiac output in man,1947,2254377077,10.1152/ajplegacy.1947.152.1.162,american journal of physiology,columbia university,YES,medicine
30141,"richards, dw",1956,comparison of the fick and dye injection methods of measuring the cardiac output in man,1948,2466595599,10.1152/ajplegacy.1948.153.2.309,american journal of physiology,columbia university,YES,medicine
30141,"richards, dw",1956,pulmonary in sufficiency i physiological classification clinical methods of analysis standard values in normal subjects,1948,2156375589,10.1097/00005792-194809000-00001,medicine,columbia university,YES,medicine
30142,"cournand, a",1956,pulmonary in sufficiency i physiological classification clinical methods of analysis standard values in normal subjects,1948,2156375589,10.1097/00005792-194809000-00001,medicine,,YES,medicine
30142,"cournand, a",1956,physiological studies of the effects of intermittent positive pressure breathing on cardiac output in man,1947,2254377077,10.1152/ajplegacy.1947.152.1.162,american journal of physiology,,YES,medicine
30142,"cournand, a",1956,comparison of the fick and dye injection methods of measuring the cardiac output in man,1948,2466595599,10.1152/ajplegacy.1948.153.2.309,american journal of physiology,,YES,medicine
30144,"robbins, fc",1954,cultivation of the lansing strain of poliomyelitis virus in cultures of various human embryonic tissues,1949,2010653647,10.1126/science.109.2822.85,science,case western reserve university,YES,medicine
30145,"weller, th",1954,cultivation of the lansing strain of poliomyelitis virus in cultures of various human embryonic tissues,1949,2010653647,10.1126/science.109.2822.85,science,harvard university,YES,medicine
30146,"enders, jf",1954,cultivation of the lansing strain of poliomyelitis virus in cultures of various human embryonic tissues,1949,2010653647,10.1126/science.109.2822.85,science,harvard university,YES,medicine
30148,"krebs, ha",1953,metabolism of ketonic acids in animal tissues,1937,1802786708,10.1042/bj0310645,biochemical journal,medical research council,YES,medicine
30149,"waksman, sa",1952,streptomycin a substance exhibiting antibiotic activity against gram positive and gram negative bacteria,1944,2008541744,10.3181/00379727-55-14461,experimental biology and medicine,rutgers university,YES,medicine
30149,"waksman, sa",1952,bacteriostatic and bactericidal substances produced by a soil actinomyces,1940,2039606811,10.3181/00379727-45-11768,experimental biology and medicine,rutgers university,YES,medicine
30150,"theiler, m",1951,spontaneous encephalomyelitis of mice a new virus disease,1937,2013142695,10.1084/jem.65.5.705,journal of experimental medicine,,YES,medicine
30151,"kendall, ec",1950,atrophy of the adrenal cortex of the rat produced by the administration of large amounts of cortin,1937,2091033683,10.1126/science.86.2228.245,science,university of rochester,YES,medicine
30152,"reichstein, t",1950,desoxy cortico steron 21 oxy progesteron aus 5 3 oxy atio cholensaure,1937,2036574905,10.1002/hlca.193702001158,helvetica chimica acta,,YES,medicine
30152,"reichstein, t",1950,eine ergiebige synthese der l ascorbinsaure c vitamin,1934,2000315362,10.1002/hlca.19340170136,helvetica chimica acta,,YES,medicine
30153,"hench, ps",1950,the effect of a hormone of the adrenal cortex (17-hydroxy-11-dehydrocorticosterone - compound-e) and of pituitary adrenocorticotropic hormone on rheumatoid arthritis - preliminary report,1949,2598622911,10.1136/ard.8.2.97,annals of the rheumatic diseases,mayo clinic,YES,medicine
30154,"hess, wr",1949,hypothalamus und die zentren des autonomen nervensystems physiologie,1936,2009015488,10.1007/BF01814243,european archives of psychiatry and clinical neuroscience,,YES,medicine
30155,"moniz, e",1949,prefrontal leucotomy in the treatment of mental disorders,1937,2068610106,10.1176/ajp.93.6.1379,american journal of psychiatry,,YES,medicine
30158,"houssay, ba",1947,thyroid and metathyroid diabetes,1944,2086536469,10.1210/endo-35-3-158,endocrinology,instituto de biologia y medicina experimental,YES,medicine
30158,"houssay, ba",1947,the sensitivity to hypertensin adrenalin and renin of unanesthetized normal adrenalectomized hypophysectomized and nephrectomized dogs,1942,746385147,10.7326/0003-4819-17-3-451,annals of internal medicine,,YES,medicine
30160,"muller, hj",1946,the production of mutations by x rays,1928,2034764451,10.1073/pnas.14.9.714,proceedings of the national academy of sciences of the united states of america,indiana university,YES,medicine
30161,"chain, e",1945,further observations on penicillin,1941,2038162697,10.1016/S0140-6736(00)72122-2,the lancet,,YES,medicine
30161,"chain, e",1945,penicillin as a chemotherapeutic agent,1940,2090583956,10.1016/S0140-6736(01)08728-1,the lancet,,YES,medicine
30161,"chain, e",1945,an enzyme from bacteria able to destroy penicillin,1940,2018883772,10.1038/146837a0,nature,,YES,medicine
30163,"florey, hw",1945,penicillin as a chemotherapeutic agent,1940,2090583956,10.1016/S0140-6736(01)08728-1,the lancet,university of oxford,YES,medicine
30164,"erlanger, j",1944,the nature of conduction of an impulse in the relatively refractory period,1925,2523278764,10.1152/ajplegacy.1925.73.3.613,american journal of physiology,washington university in st louis,YES,medicine
30164,"erlanger, j",1944,the role of fiber size in the establishment of a nerve block by pressure or cocaine,1929,2289231395,10.1152/ajplegacy.1929.88.4.581,american journal of physiology,washington university in st louis,YES,medicine
30164,"erlanger, j",1944,the compound nature of the action current of nerve as disclosed by the cathode ray oscillograph,1924,2533274284,10.1152/ajplegacy.1924.70.3.624,american journal of physiology,washington university in st louis,YES,medicine
30164,"erlanger, j",1944,a study of the action currents of nerve with the cathode ray oscillograph,1922,2472595679,10.1152/ajplegacy.1922.62.3.496,american journal of physiology,washington university in st louis,YES,medicine
30164,"erlanger, j",1944,the role played by the sizes of the constituent fibers of a nerve trunk in determining the form of its action potential wave,1927,2566908111,10.1152/ajplegacy.1927.80.3.522,american journal of physiology,washington university in st louis,YES,medicine
30165,"gasser, hs",1944,the nature of conduction of an impulse in the relatively refractory period,1925,2523278764,10.1152/ajplegacy.1925.73.3.613,american journal of physiology,university college london,YES,medicine
30165,"gasser, hs",1944,the role of fiber size in the establishment of a nerve block by pressure or cocaine,1929,2289231395,10.1152/ajplegacy.1929.88.4.581,american journal of physiology,university college london,YES,medicine
30165,"gasser, hs",1944,the compound nature of the action current of nerve as disclosed by the cathode ray oscillograph,1924,2533274284,10.1152/ajplegacy.1924.70.3.624,american journal of physiology,university college london,YES,medicine
30165,"gasser, hs",1944,a study of the action currents of nerve with the cathode ray oscillograph,1922,2472595679,10.1152/ajplegacy.1922.62.3.496,american journal of physiology,university college london,YES,medicine
30165,"gasser, hs",1944,the role played by the sizes of the constituent fibers of a nerve trunk in determining the form of its action potential wave,1927,2566908111,10.1152/ajplegacy.1927.80.3.522,american journal of physiology,university college london,YES,medicine
30166,"doisy, ea",1943,the isolation of vitamins k1 and,1939,2466898066,10.1021/ja01874a507,journal of the american chemical society,washington university in st louis,YES,medicine
30167,"dam, h",1943,the antihaemorrhagic vitamin of the chick occurrence and chemical nature,1935,1967136383,10.1038/135652b0,nature,,YES,medicine
30167,"dam, h",1943,the antihaemorrhagic vitamin of the chick,1935,207049882,10.1042/bj0291273,biochemical journal,,YES,medicine
30168,"domagk, g",1939,eine neue klasse von desinfektionsmitteln,1935,2039414773,10.1055/s-0028-1129654,deutsche medizinische wochenschrift,,YES,medicine
30168,"domagk, g",1939,ein beitrag zur chemotherapie der bakteriellen infektionen,1935,1964719327,10.1055/s-0028-1129486,deutsche medizinische wochenschrift,,YES,medicine
30170,"gyorgyi, as",1937,hexuronic acid as the antiscorbutic factor,1932,1967909777,10.1038/129943c0,nature,,YES,medicine
30172,"loewi, o",1936,uber humorale ubertragbarkeit der herznervenwirkung,1924,1499186559,10.1007/BF01722757,pflugers archiv european journal of physiology,,YES,medicine
30173,"spemann, h",1935,uber induktion von embryonalanlagen durch implantation artfremder organisatoren,1924,2048075051,10.1007/BF02108176,development genes and evolution,,YES,medicine
30174,"minot, gr",1934,treatment of pernicious anemia by a special diet,1926,2032615709,10.1001/jama.1926.02680070016005,jama,lancaster university,YES,medicine
30174,"minot, gr",1934,a diet rich in liver in the treatment of pernicious anemia study of one hundred and five cases,1927,2034899879,10.1001/jama.1927.02690100021007,jama,lancaster university,YES,medicine
30175,"whipple, gh",1934,blood volume studies iii behavior of large series of dyes introduced into the circulating blood,1920,2777465940,10.1152/ajplegacy.1920.51.2.232,american journal of physiology,,YES,medicine
30176,"murphy, wp",1934,treatment of pernicious anemia by a special diet,1926,2032615709,10.1001/jama.1926.02680070016005,jama,university of minnesota,YES,medicine
30176,"murphy, wp",1934,a diet rich in liver in the treatment of pernicious anemia study of one hundred and five cases,1927,2034899879,10.1001/jama.1927.02690100021007,jama,university of minnesota,YES,medicine
30177,"morgan, th",1933,sex limited inheritance in drosophila,1916,2053878202,10.1126/science.32.812.120,science,california institute of technology,YES,medicine
30178,"adrian, ed",1932,the discharge of impulses in motor nerve fibres part ii the frequency of discharge in reflex and voluntary contractions,1929,2104904223,10.1113/jphysiol.1929.sp002557,the journal of physiology,,YES,medicine
30178,"adrian, ed",1932,the discharge of impulses in motor nerve fibres part i impulses in single fibres of the phrenic nerve,1928,2011803983,10.1113/jphysiol.1928.sp002509,the journal of physiology,,YES,medicine
30179,"warburg, o",1931,uber die geschwindigkeit der photochemischen kohlensaurezersetzung in lebenden zellen ii,1928,1593702539,10.1007/978-3-642-47774-4_26,,,YES,medicine
30179,"warburg, o",1931,uber die wirkung des kohlenoxyds auf den stoffwechsel der hefe,1928,14753086,10.1007/978-3-642-47774-4_20,,,YES,medicine
30180,"hopkins, fg",1929,feeding experiments illustrating the importance of accessory factors in normal dietaries,1912,2059685491,10.1113/jphysiol.1912.sp001524,the journal of physiology,guy s hospital,YES,medicine
30182,"einthoven, w",1924,ein neues galvanometer,1903,1967506984,10.1002/andp.19033171308,annalen der physik,,YES,medicine
30183,"macleod, jjr",1923,The internal secretion of the pancreas,1921,2112366494,10.5555/uri:pii:S0022214322903841,journal of laboratory and clinical medicine,,YES,medicine
30184,"banting, fg",1923,the internal secretion of the pancreas,1922,2112366494,10.5555/uri:pii:S0022214322903841,journal of laboratory and clinical medicine,,YES,medicine
30185,"meyerhof, o",1922,uber die atmung der froschmuskulatur,1919,2073406286,10.1007/BF01722140,pflugers archiv european journal of physiology,,YES,medicine
30186,"hill, av",1922,a new mathematical treatment of changes of ionic concentration in muscle and nerve under the action of electric currents with a theory as to their mode of excitation,1910,1969031193,10.1113/jphysiol.1910.sp001366,the journal of physiology,,YES,medicine
30186,"hill, av",1922,the combinations of haemoglobin with oxygen and with carbon monoxide i,1913,2242726375,10.1042/bj0070471,biochemical journal,,YES,medicine
30187,"krogh, a",1920,the rate of diffusion of gases through animal tissues with some remarks on the coefficient of invasion,1919,1994652225,10.1113/jphysiol.1919.sp001838,the journal of physiology,,YES,medicine
30187,"krogh, a",1920,the regulation of respiration and circulation during the initial stages of muscular work,1913,2079512683,10.1113/jphysiol.1913.sp001616,the journal of physiology,,YES,medicine
30187,"krogh, a",1920,the supply of oxygen to the tissues and the regulation of the capillary circulation,1919,2110457661,10.1113/jphysiol.1919.sp001844,the journal of physiology,,YES,medicine
30187,"krogh, a",1920,the number and distribution of capillaries in muscles with calculations of the oxygen pressure head necessary for supplying the tissue,1919,2109393326,10.1113/jphysiol.1919.sp001839,the journal of physiology,,YES,medicine
30189,"carrel, a",1912,results of the biterminal transplantation of veins,1906,2067983941,10.1097/00000441-190609000-00006,the american journal of the medical sciences,,YES,medicine
30189,"carrel, a",1912,viii on the experimental surgery of the thoracic aorta and heart,1910,142463470,10.1097/00000658-191007000-00009,annals of surgery,,YES,medicine
30189,"carrel, a",1912,results of the transplantation of blood vessels organs and limbs,1908,2052889597,10.1001/jama.1983.03340070050029,jama,rockefeller university,YES,medicine
20001,"stoddart, j",2016,a molecular shuttle,1991,1976038872,10.1021/ja00013a096,journal of the american chemical society,northwestern university,YES,chemistry
20002,"feringa, b",2016,light driven monodirectional molecular rotor,1999,1559264985,10.1038/43646,nature,,YES,chemistry
20003,"sauvage, j",2016,une nouvelle famille de molecules les metallo catenanes,1983,1975259432,10.1016/S0040-4039(00)94050-4,tetrahedron letters,,YES,chemistry
20004,"modrich, p",2015,dna mismatch correction in a defined system,1989,2044198642,10.1126/science.2665076,science,,YES,chemistry
20005,"lindahl, t",2015,an n glycosidase from escherichia coli that releases free uracil from dna containing deaminated cytosine residues,1974,2016134181,10.1073/pnas.71.9.3649,proceedings of the national academy of sciences of the united states of america,,YES,chemistry
20006,"sancar, a",2015,a novel repair enzyme uvrabc excision nuclease of escherichia coli cuts a dna strand on both sides of the damaged region,1983,2033860973,10.1016/0092-8674(83)90354-9,cell,university of north carolina at chapel hill,YES,chemistry
20007,"moerner, w",2014,single photons on demand from a single molecule at room temperature,2000,1652946403,10.1038/35035032,nature,stanford university,YES,chemistry
20008,"betzig, e",2014,breaking the diffraction barrier optical microscopy on a nanometric scale,1991,1970528721,10.1126/science.251.5000.1468,science,bell labs,YES,chemistry
20008,"betzig, e",2014,near field optics microscopy spectroscopy and surface modification beyond the diffraction limit,1992,2036078488,10.1126/science.257.5067.189,science,bell labs,YES,chemistry
20008,"betzig, e",2014,single molecules observed by near field scanning optical microscopy,1993,2085189255,10.1126/science.262.5138.1422,science,bell labs,YES,chemistry
20009,"hell, s",2014,breaking the diffraction resolution limit by stimulated emission stimulated emission depletion fluorescence microscopy,1994,2115737236,10.1364/OL.19.000780,optics letters,max planck society,YES,chemistry
20010,"levitt, m",2013,computer simulation of protein folding,1975,1965838279,10.1038/253694a0,nature,stanford university,YES,chemistry
20010,"levitt, m",2013,theoretical studies of enzymic reactions dielectric electrostatic and steric stabilization of the carbonium ion in the reaction of lysozyme,1976,2004303971,10.1016/0022-2836(76)90311-9,journal of molecular biology,stanford university,YES,chemistry
20011,"warshel, a",2013,computer simulation of protein folding,1975,1965838279,10.1038/253694a0,nature,university of southern california,YES,chemistry
20011,"warshel, a",2013,theoretical studies of enzymic reactions dielectric electrostatic and steric stabilization of the carbonium ion in the reaction of lysozyme,1976,2004303971,10.1016/0022-2836(76)90311-9,journal of molecular biology,university of southern california,YES,chemistry
20011,"warshel, a",2013,calculation of ground and excited state potential surfaces of conjugated molecules i formulation and parametrization,1972,1979313952,10.1021/ja00771a014,journal of the american chemical society,,YES,chemistry
20012,"karplus, m",2013,calculation of ground and excited state potential surfaces of conjugated molecules i formulation and parametrization,1972,1979313952,10.1021/ja00771a014,journal of the american chemical society,,YES,chemistry
20013,"lefkowitz, r",2012,cloning of the gene and cdna for mammalian  adrenergic receptor and homology with rhodopsin,1986,2048669565,10.1038/321075a0,nature,duke university,YES,chemistry
20014,"kobilka, b",2012,cloning of the gene and cdna for mammalian  adrenergic receptor and homology with rhodopsin,1986,2048669565,10.1038/321075a0,nature,stanford university,YES,chemistry
20015,"shechtman, d",2011,metallic phase with long range orientational order and no translational symmetry,1984,2569915238,10.1103/PhysRevLett.53.1951,physical review letters,technion israel institute of technology,YES,chemistry
20016,"heck, r",2010,acylation methylation and carboxyalkylation of olefins by group viii metal derivatives,1968,2033834272,10.1021/ja01022a034,journal of the american chemical society,wilmington university,YES,chemistry
20016,"heck, r",2010,allylation of aromatic compounds with organopalladium salts,1968,2046366153,10.1021/ja01022a036,journal of the american chemical society,wilmington university,YES,chemistry
20016,"heck, r",2010,the palladium catalyzed arylation of enol esters ethers and halides a new synthesis of 2 aryl aldehydes and ketones,1968,2062594450,10.1021/ja01022a037,journal of the american chemical society,wilmington university,YES,chemistry
20016,"heck, r",2010,the arylation of allylic alcohols with organopalladium compounds a new synthesis of 3 aryl aldehydes and ketones,1968,2093996981,10.1021/ja01022a035,journal of the american chemical society,wilmington university,YES,chemistry
20016,"heck, r",2010,palladium catalyzed vinylic hydrogen substitution reactions with aryl benzyl and styryl halides,1972,1966363887,10.1021/jo00979a024,journal of organic chemistry,,YES,chemistry
20017,"negishi, e",2010,novel stereoselective alkenyl aryl coupling via nickel catalysed reaction of alkenylanes with aryl halides,1976,2112011781,10.1039/C3976000596B,journal of the chemical society chemical communications,,YES,chemistry
20017,"negishi, e",2010,a novel stereospecific alkenyl alkenyl cross coupling by a palladium or nickel catalyzed reaction of alkenylalanes with alkenyl halides,1976,2047184383,10.1021/ja00437a067,journal of the american chemical society,,YES,chemistry
20018,"suzuki, a",2010,a new stereospecific cross coupling by the palladium catalyzed reaction of 1 alkenylboranes with 1 alkenyl or 1 alkynyl halides,1979,2061343703,10.1016/S0040-4039(01)95429-2,tetrahedron letters,hokkaido university,YES,chemistry
20019,"ramakrishnan, v",2009,structure of the 30s ribosomal subunit,2000,2119966574,10.1038/35030006,nature,laboratory of molecular biology,YES,chemistry
20019,"ramakrishnan, v",2009,functional insights from the structure of the 30s ribosomal subunit and its interactions with antibiotics,2000,2170243611,10.1038/35030019,nature,laboratory of molecular biology,YES,chemistry
20020,"steitz, t",2009,the structural basis of ribosome activity in peptide bond synthesis,2000,2097654784,10.1126/science.289.5481.920,science,yale university,YES,chemistry
20020,"steitz, t",2009,the complete atomic structure of the large ribosomal subunit at 2 4 a resolution,2000,1983534198,10.1126/science.289.5481.905,science,yale university,YES,chemistry
20021,"yonath, a",2009,structure of functionally activated small ribosomal subunit at 3 3 a resolution,2000,2092617311,10.1016/S0092-8674(00)00084-2,cell,,YES,chemistry
20022,"chalfie, m",2008,green fluorescent protein as a marker for gene expression,1994,2032579724,10.1126/science.8303295,science,columbia university,YES,chemistry
20023,"tsien, r",2008,improved green fluorescence,1995,1980073547,10.1038/373663b0,nature,university of california san diego,YES,chemistry
20023,"tsien, r",2008,fluorescent indicators for ca2 based on green fluorescent proteins and calmodulin,1997,1542263802,10.1038/42264,nature,university of california san diego,YES,chemistry
20023,"tsien, r",2008,wavelength mutations and posttranslational autoxidation of green fluorescent protein,1994,2036742051,10.1073/pnas.91.26.12501,proceedings of the national academy of sciences of the united states of america,university of california san diego,YES,chemistry
20023,"tsien, r",2008,understanding improving and using green fluorescent proteins,1995,2061104342,10.1016/S0968-0004(00)89099-4,trends in biochemical sciences,university of california san diego,YES,chemistry
20023,"tsien, r",2008,crystal structure of the aequorea victoria green fluorescent protein,1996,2161996750,10.1126/science.273.5280.1392,science,university of california san diego,YES,chemistry
20024,shimomur.o,2008,extraction purification and properties of aequorin a bioluminescent protein from the luminous hydromedusan aequorea,1962,2084312697,10.1002/jcp.1030590302,journal of cellular and comparative physiology,princeton university,YES,chemistry
20025,"ertl, g",2007,adsorption of co on pd single crystal surfaces,1974,1999433310,10.1016/0039-6028(74)90270-2,surface science,max planck society,YES,chemistry
20025,"ertl, g",2007,adsorption of hydrogen on palladium single crystal surfaces,1974,2037712575,10.1016/0039-6028(74)90060-0,surface science,max planck society,YES,chemistry
20025,"ertl, g",2007,adsorption of hydrogen on nickel single crystal surfaces,1974,2048353665,10.1063/1.1680935,journal of chemical physics,max planck society,YES,chemistry
20025,"ertl, g",2007,adsorption of hydrogen on a pt 111 surface,1976,2071890513,10.1016/0039-6028(76)90232-6,surface science,max planck society,YES,chemistry
20025,"ertl, g",2007,chemisorption of co on the pt 111 surface,1977,2093254131,10.1016/0039-6028(77)90052-8,surface science,max planck society,YES,chemistry
20025,"ertl, g",2007,a molecular beam investigation of the catalytic oxidation of co on pd 111,1978,2008893762,10.1063/1.436666,journal of chemical physics,,YES,chemistry
20026,"kornberg, r",2006,chromatin structure a repeating unit of histones and dna,1974,2013571070,10.1126/science.184.4139.868,science,stanford university,YES,chemistry
20027,"chauvin, y",2005,catalyse de transformation des olefines par les complexes du tungstene ii telomerisation des olefines cycliques en presence d olefines acycliques,1971,1621500924,10.1002/macp.1971.021410112,macromolecular chemistry and physics,institut francais,YES,chemistry
20028,"grubbs, r",2005,ring opening metathesis polymerization romp of norbornene by a group viii carbene complex in protic media,1992,1999748098,10.1021/ja00036a053,journal of the american chemical society,california institute of technology,YES,chemistry
20028,"grubbs, r",2005,syntheses and activities of new single component ruthenium based olefin metathesis catalysts,1993,2066949448,10.1021/ja00074a086,journal of the american chemical society,california institute of technology,YES,chemistry
20029,"schrock, r",2005,synthesis of molybdenum imido alkylidene complexes and some reactions involving acyclic olefins,1990,2054894128,10.1021/ja00166a023,journal of the american chemical society,massachusetts institute of technology,YES,chemistry
20029,"schrock, r",2005,living ring opening metathesis polymerization catalyzed by well characterized transition metal alkylidene complexes,1990,2081405235,10.1021/ar00173a007,accounts of chemical research,massachusetts institute of technology,YES,chemistry
20030,"ciechanover, a",2004,proposed role of atp in protein breakdown conjugation of protein with multiple chains of the polypeptide of atp dependent proteolysis,1980,1968229731,10.1073/pnas.77.4.1783,proceedings of the national academy of sciences of the united states of america,technion israel institute of technology,YES,chemistry
20030,"ciechanover, a",2004,atp dependent conjugation of reticulocyte proteins with the polypeptide required for protein degradation,1980,2034941135,10.1073/pnas.77.3.1365,proceedings of the national academy of sciences of the united states of america,technion israel institute of technology,YES,chemistry
